happy,comp,sex,age,edu,employ,rel_per,rel_den,social_class,people_trust
Quite happy,2,Male,41,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,2,Male,25,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,10,Male,38,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,5,Male,30,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Female,50,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,4,Female,25,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Female,32,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,1,Female,25,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Quite happy,9,Female,28,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,2,Male,29,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,33,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,9,Male,26,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Not a religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,28,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,3,Male,22,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Not a religious person,Muslim,Upper middle class,Need to be very careful
Very happy,5,Male,26,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not at all happy,1,Male,25,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Not at all happy,1,Male,46,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,10,Female,40,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,40,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,20,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Female,29,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Upper class,Need to be very careful
Very happy,10,Female,30,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Female,45,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Female,27,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,9,Female,60,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Female,30,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,4,Female,28,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,4,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,8,Female,27,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,9,Female,50,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Don't know
Very happy,6,Female,25,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,4,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Quite happy,1,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,4,Female,39,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,1,Female,37,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,4,Male,18,Upper secondary education (ISCED 3),Unemployed,Not a religious person,Muslim,Working class,Most people can be trusted
Quite happy,6,Male,21,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,6,Male,39,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,6,Male,35,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,5,Male,35,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Don't know,Need to be very careful
Very happy,1,Male,31,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Male,60,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,6,Male,60,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Male,32,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Not very happy,1,Male,45,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,50,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,1,Male,40,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,53,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,45,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,28,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,29,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not at all happy,1,Male,27,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,62,Post-secondary non-tertiary education (ISCED 4),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Male,46,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,35,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,2,Male,40,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Male,20,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,36,Master or equivalent (ISCED 7),Self employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,9,Male,29,Bachelor or equivalent (ISCED 6),Self employed,A religious person,Muslim,Upper class,Need to be very careful
Very happy,1,Male,26,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Upper class,Need to be very careful
Quite happy,1,Male,31,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,25,Master or equivalent (ISCED 7),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Need to be very careful
